,Comment
6431,Chị thơ nhí nhảnh quá
6432,Em thi co like anh chi giup em huhu
6433,Chị thơ ơi bộ đồ chơi đó mua ở đâu vậy chị
6434,"tiec qua hom nay em xem cham mat 1 gio,k dc cmt dau tien nua rui"
6435,Hay quá chị thơ
6436,Anh Tiểu bảo bảo ăn gian
6437,Đẹp quá 😍😍😍😍😍
6438,Anh tbb  kì cục
6439,Xe của chị rất đẹp
6440,Chúc chị gần được 6 000 000 sub
6441,2
6442,2
6443,2
6444,"Chị 
Thơ
Nguyễn
So 
😍 😍 😍 CUTE"
6445,đồ keo kiệt là con thơ nguyễn
6446,Chị thơ chơi bẩn
6447,Chi oi thu thach ai tinh nhanh hon phan 3 di chi iu em thay chi tinh gioi toan lam day chac ho nho chi hoc gioi toan lam dung hong chi iu.
6448,Ai thích cho mình một like
6449,Hi! Chị thơ xinh đẹp hãy bắng tym cho em nhé yêu chị thơ😍😍💖💖💕💕
6450,"Sao dạo này e ko thất cj lm về thồn, thốn, thồn vậy ak"
6451,anh tieu bao bao thui con choi gian hon chi tho
6452,Team xem trễ giơ tay
6453,Chi oi may ngay nay e ban ko coi video cua chi duoc em xin loi
6454,em xem đầu nèk cj yêu ơi
6455,Hay quá!!! Cháu muốn mua bộ đồ chơi này thì mua ở đâu ạ
6456,em gét anh tiểu bảo bảo
6457,Chi oi chi lam pha ke ve Fairy Tail di chi .
6458,Tải zing speed mobile
6459,anh Tiểu Bảo Bảo thúi không công bằng với  chị  Tho
6460,Chị ăn thử sườn nướng không lộ
6461,Con thơ nguyễn nó nhãm ghê
6462,Tf Boys
6463,"Chị ơi sao dạo này em không thấy chị cho Thốn , Thồn , Thộn lên video nữa vậy chị em nhớ 3 bạn cún đáng yêu quá chị"
6464,Team xem đầu điểm danh
6465,Tho cho đe ngu xi đoi quan xi
6466,Đồ tbb thúi đáng ghét
6467,IPhone chị thơ Nguyễn cho một
6468,0 lượt xem 184 like 😱
6469,"Em xem sớm này, mãi yêu chị Thơ"
6470,anh tbb đáng ghét quá
6471,Chị thơ kì quá
6472,anh ay do mat day lay do nguoi ta voi hai tieng
6473,Anh Tiểu Bảo Bảo Kỳ quá hà không chơi với anh tiểu Bảo Bảo nữa đâu
6474,Chi co con heo dong em qua
6475,em yêu chị thơ
6476,Ai thích chị Thơ nguyễn thì cho một like
6477,Em nghĩ chắc là do bị trục trặc cái gì đấy
6478,Em chào chị
6479,Hay quá chị
6480,Hay quá chị
6481,"Team yêu mến chị Thơ Nguyễn đâu điểm danh nào :3
👇🏻
👇🏻
👇🏻"
6482,Chị Thơ chơi hay quá
6483,Anh TBB đáng ghét
6484,Anh TBB đáng ghét
6485,Em cũng muốn có một cái hi hi
6486,Chị hơi dạo này càng xinh đẹp và dễ thương hơn nha Ủa mà sao dạo này chị không cho thộn và thốn thồn lên video nữa vậy chị....
6487,Chị Thơ dạo này ra video dỡ quá ( ý kiến riêng)
6488,Vẫn xem muộn như mọi ngày
6489,ai chuẩn bị kiểm tra HK2 điểm danh🙋🙋🙋🙋🙋🙋🙋🙋🙋🙋
6490,Ước gì được chị thơ thả tim
6491,"💥WAO💥cj Thơ dùng đt iphone X kìa 20 triệu lun , cj giàu wé"
6492,Đồ chơi này đúng là chơi vui thật đấy
6493,tội nghiệp chị thơ
6494,Ghét anh tbb ghê luôn
6495,Ồ sắp 6 triệu sub r cj ơi
6496,Chị thơ thực hiện thử thách không cười
6497,anh tbb thui lam video gian thât
6498,Đm suốt ngày phá hoại
6499,Ai muốn chị Thơ Nguyễn làm thử thách thì đồng ý nhé
6500,Anh tbb dung la dang ghet
6501,Tại sao anh lại lấy heo chị thơ em không chơi vợ anh nữa😫
6502,Em momg chị được 6 triệu
6503,"cái nầy giá bao nhiieu bạn, cần mua thì phải làm sao nè jhjh"
6504,Cac ban hay like cho chi tho nhe
6505,Yêu chị thơ
6506,Nhìn cái hình ở ngoài chất quá
6507,Yêu chị thơ
6508,Yêu chị thơ
6509,Hello chị thơ xênh gái
6510,Xem trễ điểm danh 2 tiếng.
6511,"Ai fan chị thơ điểm danh.
👇🏻👇🏻😃"
6512,em yêu chị
6513,Ai iu cj tho diem danh nek hjhj
6514,Anh tieu bao bao thui that dang ghet
6515,"con cho tho nguyen me may ,nghi choi voi may thi co"
6516,"Hôm nay xem trễ một chút xíu xìu xia nha chị 😜
Ahihi 😅😅😅"
6517,chi ơi ! co ca cai đê rưa xe cơ oach ha chi
6518,anh tieu bao bao la do choi gian
6519,Chị đáng ghét quá!
6520,Anh tbb ngáo ngơ
6521,~yêu chị thơ ~
6522,Chị Tươi ơi
6523,em yêu cj nhìu lắm
6524,Chị ơi làm thử thách phá kể phiên bản của DOREMON
6525,Ăn gian đổi trổ
6526,Anh tiểu bảo bảo thúi bắt đền chị thơ vô lí quá
6527,Chị thơ chơi ăn dang
6528,ai thấy tui sub nha
6529,Nếu các e thik video này hãy cho 1 đislike
6530,Moi lân chi ra video la em lai phai like
6531,e xin lỗi đã mắn chị
6532,Coi dau ne chi 😍😘🐶
6533,Sớm lắm mà 😭😭😭
6534,Ai tin chị thơ nguyễn sẽ nhận được nút kim cương
6535,Dai ghe
6536,hay quá ik
6537,Lau roi chi ko thuc hien thu tach 24h chi oi chi hay thuc hien thu thach 24h di
6538,Yeu chi Tho Nguyen .
6539,tiểu bảo bảo thúi chơi vô duyên quá à có chiếc xe thoi mà lấy cả con heo vàng của chị thơ luôn heo vàng mắn lắm chứ đâu có rẻ đâu
6540,Ai thấy giống zingneep mobie giơ tay
6541,Chào chị Thơ
6542,đồ đáng gét  tiểu bảo bảo
6543,doan dung lai cuoi chet di thoi
6544,Thấy video của chị thơ phải vô lun mặc dù đang làm j
6545,anh tieu bao thui dang ghet em khong choi vay anh ban nao khong choi vay anh tbth thi cho minh like
6546,Tại chị chứ tại ai
6547,đây là trò gì ạ
6548,Cái này ko hay j cả
6549,Anh tiêu bảo bảo là đồ đáng ghét
6550,Hay quá chị ơi 😘😘😘😘😘😘
6551,Em là fan chỉ thơ
6552,chi tho nguyen choi gioi re
6553,anh tieu  baba thoi that đang ghet
6554,Anh BB thât đán gét pá
6555,Ông rất thích giọng của Thơ Nguyễn có ai giống tôi không?
6556,Sao chị Thơ quá đáng vậy. Cô em dạy là Nếu mình cho người ta thứ gì thì mình sẽ nhận được từ người khác . Ví dụ là chị cho Anh Tiểu Bảo Bảo thúi tiền thì chị sẽ được tiền từ người khác hoặc là của người chị đã cho tiền . Ví dụ khác là chị làm Hư MỘT thứ gì quan trọng của người khác thì chị cũng sẽ nhận lại việc mà chị đã làm cho người khác . Cô Sương của em đã dạy BÀI cho và nhận là như thế đấy!
6557,Love you chị Thơ
6558,Anh TBB chơi ác quá
6559,Bộ này nếu mua  chắc mắc tiền lắm 🙁
6560,1
6561,em chào chị ạ
6562,Hu hu em chỉ trễ có 26 phút thôi mà
6563,Ngầu quá chị ơi
6564,Anh tbb chơi ăn đ....đồ  đáng g....☹☹☹😤😤😤😡😡😡😠😠😠🤬🤬🤬😰😰😰
6565,"I'm Sorry chị rất nhiều
Cho mình like nha 
Sorry"
6566,Chị chơi free fire
6567,EM GÉT ANH TIỂU BBT MẸ SƯ
6568,Yêu chi thơ nguyên
6569,"Chị ơi ! Hồi trưa có đứa Bn hỏi em là đc bao nhiêu like ,nó được 100 like ,còn em thì chỉ có 1like ,nên nhờ mọi người giúp em!!!!!!!!!!!!!! Cảm ơn !!!!!!!!!!!!!!!!!!!"
6570,E xem sớm nha chị
6571,Cmn đầu
6572,Cho chị thơ một like nhé
6573,O lược xem mà 2 like ghê thật
6574,Hay quá ❤
6575,Yiu chị Thơ
6576,Yêu cj Thơ nhiều nhiều
6577,Chi oi cho e hoi chi mua do choi do o day vay chi
6578,Anh Tieu Bao Bao ki qua a
6579,Anh Bảo go Vienna pua
6580,Hi
6581,Hi
6582,Hi
6583,#
6584,Fb của c thơ là gì vậy mn?
6585,2 ông bà già này lại chơi trò mạo hiểm này rồi
6586,Em géc tiểu bảo bảo thúi
6587,anh tbb kỳ quá
6588,Anh tieu bOa dang
6589,"Xxxxxxxthgcokjnksjne₫&3645990,&₫@
Ukygqeyhudhhsushjsnm ,.đọkkijeopkdkdj
Dfretjnhknbnmcx"
6590,anh tieu bao bao choi gian
6591,Anh tieu bb choi an gian
6592,Chị làm thử thách 24h nữa nha
6593,💜💜💜💜💜💜
6594,mua   ở đâu v chị
6595,"O lượt xem 
117 like"
6596,Mãi iu chị thơ
6597,Đọc comment thấy sợ bọn con nít vl. Nó chả hiểu gì là kịch bản à ☺
6598,ghét anh tiểu bảo bảo thúi
6599,Em xem đầu
6600,Like ông nội mày chứ like
6601,Iu chị Quá
6602,anh tbb kì quá à
6603,Em xem trẻ nhất rồi😭😭😭😭😭😭😭
6604,Anh tieu bao bao ki qua
6605,Em ghét anh Tiểu bảo bảo
6606,Ai ghét anh bảo điểm dành
6607,Anh tiêu bao bao choi gian
6608,Hay qua chi tho ơi
6609,chi thơ nhìn hp với a tbb
6610,Tieu bao bâo cho
6611,"fast and furious  phim này hay lắm , bộ phim này có trong bài see you again"
6612,Ket ban voi em nhe chi
6613,Em xem trễ 47h rồi
6614,Chi oi sao chi khong cho  anh tbb len
6615,Đúng rồi đấy
6616,Nhìn chị thơ chất quá
6617,ATBB kì qua à
6618,Chị thơ làm hư mấy đúng 😨😨😨😨😨😨😨😨😨
6619,Chi ơi con gái ma chơi ô tô a ch😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
6620,khổ thân anh tbb thuí
6621,Em ghet anh tieu bbthui em gian anh ay suot doi
6622,Xem sớm ghê
6623,chi oi chi nho lam video
6624,xem muộn rồi huhuhuhu
6625,Cái thằng tiểu báo báo này mày hay thật đấy Đó là đồ chơi của chị thơ Nguyễn.      Rồi chị ấy tặng cho mà không biết ơn mà còn như vậy. Đúng là đồ vô giáo dục
6626,Anh tieu bao bao hu qua
6627,Hé lu chịiiiiiiiiiiiii
6628,Hay quá cj
6629,Anh TVB giả trị thơ Nguyễn bộ đồ chơi xiêu xe
6630,Chi tho dep va 😇
6631,công bằng mà ahihi 😅😅😅
6632,Siêu xe quá xịn
6633,Anh chị chơi hả
6634,Tập này bị lỗi khi lồng tiếng rồi á
6635,Em ghét anh tiểu bảo bảo
6636,Cuoi cung xem xom
6637,ghét tiểu bảo bảo thúi
6638,Con gái chơi trò con trai thì được còn con trai chơi trò con gái thì sao ta
6639,huhu lại xem muộn rùi
6640,Anh TBB choi ki
6641,Chi tho vua dep vua gioi
6642,Mấy bạn nhanh quá ta
6643,Chua bao gio dc 1 like
6644,Ai xem tre video nay 😩😩😩😩
6645,xem đầu
6646,"Thơ
T
Th
Thơ"
6647,chi tho de thuong
6648,em get anh tieu bao thoi
6649,xem từ 5h rồi
6650,0 lượt xem mà 203
6651,Yeu chi Tho
6652,Em ghét anh TBB. Ai ghét TBB ko
6653,Da lam hong cua nguoi ta roi ma cu thich len tieng
6654,Chi oi dang ki kenh em j di pls 👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾👾
6655,"So nguoi thich chi THO dua vao day
👎👎"
6656,"Ai yeu quy  chi tho thi diem danh
👇🐈🐕"
6657,em ghét anh tbb thúi
6658,Chi tho tra thu anh tieu bao bao thui bang canh pha nat bo do choi cua anh tieu bao bao thui di
6659,Co ai thay anh T  Bao bao dang ghet giong minh khong?
6660,A tieu bao bao dung la do dang ghet
6661,Gần 6.000.000 sub rùi
6662,Hay
6663,Hay
6664,Hay
6665,E xem sớm ^^
6666,Hi chị thơ
6667,Con thơ đáng ghét
6668,Chị ơi hình như video của chị hôm nay hay quá
6669,chào chị
6670,Anhtbbthuidangghet
6671,Em xem kịp rùi
6672,Ai ret chi tho
6673,Hi các bạn
6674,Chi tho lam thu thach 24 gio o tren giuong di
6675,Em chào chị
6676,Tho an Giang đm
6677,khong the anh tieu bao bao nua
6678,Chi thơ ơi chi thu làm slime anhat duoc di chi
6679,em yeu chi😙😘😍🙇🙋👫👢👕👑🔰💄🎓👘💼🐢🐕🐈🐱🐓🐴🏣🏤🏫🏨🚿🛁🚩
6680,Chi o sao dao may chi lam it video vay
6681,Dien hay gi pha do nguoi ta
6682,Em xin lỗi em về muộn
6683,nhìn chi vui quá
6684,Lo học bài trễ 3p có được tym không
6685,Em chào chị
6686,chi lam thu thach 24h tren giuong di chi
6687,Tfboys
6688,Tfboys
6689,Ai nhớ thốn dơ tay
6690,"iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii                   iiiiiiiii
iiiiịil"
6691,What
6692,Team xem trễ 😔
6693,Sao mày ko thông báo cho tao
6694,Ráp cực lắm luôn á
6695,👹👨
6696,Coi chừng bố đâm ko chưa phát nào
6697,Hi chị iu
6698,Chi oi chi lam vi do pha
6699,Đua với máy mà gáy
6700,Cho em hỏi tuni là ai ạ???
6701,Anh tbbt dang ghet😠🔫🙅
6702,Ớ ớ ớ
6703,ai da like cho chi tho roi
6704,Em xem sớm nè chị
6705,"™™™™™™™™™™™™™
™™™™™™™™™™™™™"
6706,Em ghét anh TBB 😡
6707,Tbb cho fe
6708,Tao không cho vo ban mat cho nhu may tao chỉ voi anh tui bao bao thoi
6709,Nhìn cái bìa buồn cười ghê
6710,"0 lượt xem ,2 like???"
6711,Chi tho cute qua
6712,Em nghét anh tiểu bao Bao
6713,Anh tieu bao bao thui dang ghet qua a 😈😈😈😈😈😨😨😨😨😬
6714,Anh tieu bao bao thui dang ghet qua a 😈😈😈😈😈😨😨😨😨😬
6715,em khong thich choi voi anh tieu bao bao thuy nua
6716,Có ai đang xem như mình k mình xem muộn thật.....
6717,Em ghét anh TBB
6718,Xem sớm
6719,Chúc mừng chị rằng được 6 triệu người đăng kí
6720,Thơ nguyễn
6721,Hayyyyyyyyyyy
6722,Tho nguyen cho
6723,Cmt đầu
6724,chi oi ban miu va ban lo the nao roi
6725,xem muonj quài
6726,Huhu em xem  muộn
6727,Vui quá 😂
6728,Chị Thơ lắp hình số 8 đẹp thế!☺😮👍👍🍉💐💌
6729,Dang ki kenh miku yagami
6730,Dang ki kenh miku yagami
6731,Dang ki kenh miku yagami
6732,Hãy là người xem thông minh và xinh đẹp bằng cách like video
6733,Hay
6734,Chào chị
6735,Anh tieu bao thui dang get
6736,Em chị
6737,Hi  chị  thơ
6738,Hay lắm ạ
6739,ko hay ko hay
6740,Ghét anh tbb
6741,e xẽ xin lỗi bằng cách khi nào ra video thì em sẽ like
6742,"Chị Thơ làm hỏng xe của anh Tiểu Bảo Bảo thúi là sai nhưng anh Tiểu Bảo Bảo cũng ko nên làm như vậy với chị thơ. 
Đó là tiền chị thơ tiết kiệm đc mà đúng ko các bạn"
6743,Anh tieu bb la do choi gian. Khong phai la choi gian ma la thanh choi gian
6744,em ghet anh tbb
6745,em cung get anh tbb lam
6746,anh TBB dang ghet😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠😠
6747,Ai muon chi tho lam them thu thach 24h thi xin 1like nha
6748,😍😍😍😍😍😍😍😍😙😙😙😙😘😘😘😘❤❤❤❤💓💓💓💓❤❤💓💓
6749,"Mất heo của chị thơ rồi. AT Bảo Bảo lấy mất zồi 
10p trả thù ko muộn mà chị"
6750,chi mua o dau z
6751,Pha hoai do cua nguoi khac lam sau khong cho muon nua bo me that duc lam moi de ra dua con nhu vay
6752,Deo tha tim ma lam video hoai
6753,huhu em xem tre roi
6754,Team xem sớm
6755,Yêu chị
6756,Ai chua coi mà like cua
6757,Chị Thơ Nguyễn đẹp quá đuy 😍😍😍
6758,Em xem sớm
6759,Luôn yêu chị
6760,thơ hay quá
6761,khpong choi voi chi thi co
6762,Tiểu BB thúi muôn năm 😇😇😇😇
6763,Ai cheo ko
6764,Xin xo 😮😮🏎
6765,đồ chơi dỡ quá
6766,Sao anh tbaobao lai lay heo cua chi tho chu cha cho chi ay di ai chon chi tho diem danh
6767,O lượt xem mà mấy chục like~_~
6768,Những ng fan chj👇
6769,Buonf
6770,em xem sớm
6771,"Em ghet anh tuyeu bao bao
😬😬😬😈😈😈😤😤😤"
6772,Gần 6tr lượt đăng kí rồi cố lên ❤️❤️❤️❤️❤️❤️❤️🈵🈲㊙️㊗️🉐💮🉐🈺🈷🈶🈚️🈸
6773,Chó bảo bảo thúi
6774,chao chi tho
6775,Chị thơ cute quá và em cũng thích chỗ nói nhieu cua chị nữa
6776,Nhan xet 1
6777,Hay quá à
6778,3322
6779,Em ghet anh tieu bao bao
6780,Xit tieu bao bao thui
6781,Coi lúc 0 lượt xem
6782,đồ độc ác bb
6783,Các em iu ghé kênh chị nhé ✌✌✌✌✌✌♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️💚💚💚💚💚💚💚💚💚💚💚💚💚💚💖💖💖💖💖💖💖💖💖💖💖💖💖💖💙💙💙💙💙💙💙💙💙💙💙💙💙💙💙
6784,"Ai ghét anh TBB thúi như mình và chị Thơ thì hãy cho video này 1like, đừng quên đăng ký và chia sẻ với bạn bè nhé"
6785,vi deo cuc ki bo ich
6786,Cho OK hay o trong
6787,Anh tiêu bảo bảo đáng ghét lấy heo của chị thơ Nguyễn
6788,Ko choi voi may e
6789,Chi tho dung
6790,Anh tiểu bảo thúi đáng ghét!em ko chơi với anh nữa
6791,Chao chi thơ
6792,ghét TBB
6793,0 lượt xem 104 lượt like
6794,Yêu chi
6795,Chi thơ hư se😋😋
6796,Hay quá
6797,"chị có người yêu chưa
nếu có thì em sẽ chia cắt mối quan hệ đó
nếu ko thì chị sẽ là của chúng em
LOVE"
6798,Hay quá
6799,supecho mik nha
6800,Chị THƠ LÀM HỎNG THÌ PHẢI MUA LẠI CHO ANH TIỂU TIỂU BẢO BẢO CHỨ
6801,em xem quá tre
6802,Chị Thơ không làm gì Xe anh đâu anh Tiểu Bảo Bảo à
6803,ồ ố ồ
6804,Mày đó con chó đẻ chơi gian mà con nói
6805,Chúc chị thơ được 6 triệu lượt đăng kí nha
6806,Do choi nay xin vai
6807,Get bao bao thui
6808,Xem sớm
6809,ban miu va con dau chi
6810,Trung quoc
6811,Hi chị
6812,Hello cj thơ
6813,Hello chị thơ cute
6814,Đua với người thật hả chị
6815,Ai muốn chị thơ nguyễn chơi điểm danh
6816,TTb T dang ghet
6817,Con quỷ
6818,Đúng rồi
6819,Chưa cả xem đã like rồi
6820,chi tho ngu
6821,Xem trễ 3.000
6822,tbb thúiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii quá
6823,Ai biểu bà phá đồ chơi của anh Tiểu Bảo Bảo làm gì ảnh lấy con heo đất vàng to đó là đúng rồi còn nói gì nữa đúng là bà thơ vô duyên
6824,chi lam thu thach 24h
6825,Attbbt  dung la do dang ret
6826,Chi lam thu thach 24h gio di
6827,Câu lai nhỉ
6828,Team xem trể
6829,chao chi tho
6830,Anh tieu bao bao dang ghe qua di 😈😈😈😈😈😈😈😈😈😈😈😈😬😬😬😬😡😡😡😡😡
6831,tbb thúi c h
6832,woww
6833,Mà 61 tym
6834,Đúng là anh tiểu bảo bảo đáng ghét thật đó bỗng nhưng đồi lấy chú heo đất của chị thơ nguyễn
6835,Hay quà
6836,Em cung thay vay
6837,Chi tho cho dee
6838,Em ghét anh tiểu bảo bảo thúi 😠😠😠😠😠😠😠😠😠👿 👿👿👿👿👿👿👿👿
