,Comment,Type,
6104,"Khán giả của Bạn muốn hẹn hò chắc vẫn nhớ tới tập 115, lúc mà Cát Tường đã bật khóc trước cặp đôi từng ""đứt gánh giữa đường"". Anh Hoàng Vinh và chị Anh Đào - người chơi của chương trình - đều từng trải qua một cuộc hôn nhân, vì thế, họ e ngại trước màn mai mối này mặc dù rất hợp nhau.",0,65
6105,"Nhưng với kinh nghiệm của bản thân - cũng là một người từng đổ vỡ - Cát Tường đã thuyết phục họ đến với nhau, cùng nhau chăm sóc con riêng của mỗi người.",0,34
6106,"Màn kết đôi thành công cũng là lúc Cát Tường bật khóc trong vòng tay Quyền Linh bởi có lẽ, tận sâu trong lòng, cô cũng mong muốn mình có được một cái kết trọn vẹn như thế. Chính khoảnh khắc đó đã khiến khán giả ấn tượng và càng yêu mến Cát Tường hơn nữa.",0,56
6107,"Nếu phải trả lời câu hỏi ""Điều gì đã khiến Cát Tường được yêu thích?"", thì câu trả lời hẳn sẽ là ""Sự chân thành"" Không cố gắng ""ép duyên"", không chạy theo ""chỉ tiêu"" mà nhiều gameshow hay làm, Cát Tường rất chừng mực trong cách dẫn của mình.",0,50
6108,"Nếu cô cảm thấy một cặp đôi nào đó không phù hợp, cô sẽ không ép họ ""nhấn nút"" trong vội vàng, mà luôn đưa ra những lời khuyên thấu tình đạt lý như phải tìm hiểu kỹ trước khi quyết định về chung một nhà, hoặc phân tích cho người chơi biết vì sao phải chọn người này, vì sao không nên chọn người kia…",0,66
6109,"Nếu một cặp đôi nào đó hợp nhau nhưng cứ lưỡng lự, Cát Tường cũng sẽ tìm cách ""mai mối"" thành công, bởi hơn ai hết, cô hiểu rõ việc không phải dễ dàng gì mà hai nửa tâm hồn có thể gặp được nhau như thế này. Có thể nói, cách góp ý và phân tích của Cát Tường không quá phô diễn, cứng nhắc mà ngược lại, khiến người ta ""tâm phục khẩu phục"" bởi chính sự chân thành của cô.",0,83
6110,"Bên cạnh đó, nhiều khán giả còn nhận xét, một trong những lý do khiến Nam Thư không thể dẫn thành công như Cát Tường là bởi cô chưa có nhiều kinh nghiệm sống và sự từng trải trong tình yêu - hôn nhân như Cát Tường.",0,47
6111,"Để có thể dẫn dắt và cho lời khuyên quý giá đối với người chơi, đòi hỏi MC phải có hiểu biết nhất định về tình yêu hôn nhân, từ đó mới có thể đưa ra những nhận xét chuẩn xác. Về điều này, chắc chắn Cát Tường vượt trội hơn Nam Thư rất nhiều.",0,55
6112,"Sự xuất hiện của Cát Tường và cả MC Quyền Linh chính là nhân tố quan trọng dẫn đến thành công của Bạn muốn hẹn hò. Cả hai đều có sự hài hước vừa đủ, sự từng trải và chân thành riêng, chứ không lố lăng như nhiều MC hiện nay. Vì vậy, thật khó để khán giả có thể chấp nhận việc bỗng dưng thiếu vắng Cát Tường trong show đình đám này.",0,74
6113,"Thôi thì chúng ta hãy cứ đặt niềm tin vào Nam Thư - bởi áp lực ""vượt qua cái bóng quá lớn của Cát Tường"" mà cô đang gặp phải. Nếu có tài năng, Nam Thư sẽ dần dần lấy được thiện cảm của khán giả. Còn đối với những ai hâm mộ Cát Tường, thì hãy cứ ủng hộ cô trong các chương trình khác. Đừng so sánh quá đáng, cũng đừng chỉ trích.",0,75
6114,Theo Cẩm Loan (Saostar.vn),0,4
6142,- Lý do gì khiến chị quyết định trở lại màn ảnh nhỏ sau nhiều năm vắng bóng bằng vai bà Xuyến trong 'Về nhà đi con'? ,0,27
6143,"- Đã lâu rồi tôi không đóng phim truyền hình vì bận sinh con và làm kinh doanh. Tuy nhiên, những người trong êkíp thực hiện Về nhà đi con đã giúp tôi có động lực to lớn để quay trở lại và nhận vai diễn này với tâm trạng hân hoan. Tôi nhận điện thoại của tổ chức sản xuất Nguyễn Bá Thành khi đang ở Malaysia. Cậu ấy nói: ""Chị gái nhanh về làm với em. Em có vai hay dành cho chị. Vai này ngắn thôi nhưng rất khó chọn diễn viên nên em phân vân giữa mấy người. Khi em nhắc đến tên chị, đạo diễn đồng ý luôn"". Sau đó, đạo diễn của phim cũng bảo tôi: ""Về đi, em làm vai này là ăn chắc rồi. Em cứ diễn sao cho khán giả không ghét bà Xuyến mà phải yêu nhiều vào. Anh đặt niềm tin ở em đấy"". Sự tin tưởng và cổ vũ của họ đã khiến tôi bay từ Malaysia về Việt Nam để nhận vai bà Xuyến.",0,177
6144,- Chị thấy mình giống bà Xuyến trong 'Về nhà đi con' ở điểm gì?,0,15
6145,"- Đáng yêu, chân thành và xinh đẹp nữa (cười). Tôi rất yêu nhân vật Xuyến và vì yêu nên tôi mới diễn được hay đến thế và nhận rất nhiều tình cảm từ khán giả. Bà Xuyến rất xinh, lúc nào cũng mặc đẹp, điệu đà, trông như một nàng thơ. Bà ấy giống tôi ở chỗ luôn xinh đẹp khác biệt so với mọi người. Ngoài đời, tôi cũng luôn muốn mình phải là người đẹp nhất khi xuất hiện ngoài đường hay gặp ai đó. Tôi coi đó sự tôn trọng mà mình dành cho mọi người. Một điểm tương đồng nữa là cả tôi và bà Xuyến đều sẵn sàng hy sinh và dâng hiến khi được yêu ai đó. Có thể nói bà Xuyến giống Hoàng Yến từ ánh mắt đến cử chỉ. ",0,138
6147,"- Đó không chỉ là tình yêu mà còn là sự ngưỡng mộ, tin tưởng rất lớn dành cho người đàn ông quá chân thành. Bà Xuyến rất thương ông Sơn khi thấu hiểu hoàn cảnh gà trống nuôi con của ông ấy. Bà ấy biết một người đàn ông vất vả như thế nào khi một mình nuôi 3 đứa con gái và không có ai bầu bạn. Bà ấy thực ra chưa kịp nghĩ đến việc sẽ đi bước nữa với ông Sơn nhưng đã sẵn lòng trở thành người phụ nữ giúp ông tỉ tê tâm sự với các con gái. Tôi nghĩ đấy là một tình yêu trong sáng và đầy sự hy sinh. ",0,118
6149,"- Chồng tôi là người khiến nhiều cô gái phải mơ ước được làm vợ, làm người yêu. Tuy nhiên, gặp tôi một phát là anh ấy đã ngất ngưởng, say đứ đừ ra rồi. Xem phim này, anh ấy không chấp nhận được việc vợ mình xinh đẹp như vậy nhưng chinh phục mãi chẳng được một ông già và còn bị con ông ấy giở thái độ hỗn láo. Anh ấy thường trêu tôi: ""Vợ mình như thế này mà sao cưa mãi vẫn chưa được anh Sơn vừa già vừa góa vợ nhỉ"" (cười).",0,97
6151,"- Chúng nói đây là lần đầu tiên thấy mẹ vất vả trong việc chinh phục đàn ông và thấy cứ ""sai sai"" (cười). Người thân đã quá quen với việc tôi là người đàn bà quyến rũ. Kể cả trong phim lẫn ngoài đời, tôi cứ chinh phục ai là người ấy phải đổ liêu xiêu. Thế nên, họ rất bất ngờ với vai bà Xuyến.",0,67
6152,"- Thường xuyên vào vai lẳng lơ trong phim và trải qua 4 đời chồng ở đời thật, chị đối diện thế nào với những bình luận cho rằng mình cũng lẳng lơ như vai diễn? ",0,36
6153,"- Tôi chẳng hề chạnh lòng. Tôi tự biết mình là người hữu ích trong cuộc sống, làm những điều lương thiện nên không quá bận tâm đến những bình luận xuôi chiều hay trái chiều. Xã hội có 3 nhóm người, thứ nhất là những người yêu quý mình, thứ nhì là những người không thích mình và thứ ba là những người chẳng quan tâm đến mình. Tôi không muốn dành thời gian để nghĩ về những người không muốn quan tâm hoặc chẳng thích mình. Việc của tôi là tập trung vào những người yêu thương, trân trọng mình. Hiện tại, tôi rất hạnh phúc với cuộc sống có chồng yêu thương hết mực, con cái ngoan ngoãn và nhiều đồng nghiệp, đối tác tốt trong việc kinh doanh. ",0,132
6154,Nhiều người bảo tôi là diễn viên lẳng lơ nhất Việt Nam. Họ nói vậy nhưng liệu đã ai nhìn thấy tôi ôm hôn bạn diễn nam hay chưa? Không cần phải dùng đến những cử chỉ thân mật vẫn đặc tả được sự lẳng lơ đến mức để mọi người và báo chí gọi bằng biệt danh ấy thì tôi nghĩ rằng mình đã diễn xuất rất thành công rồi.,0,71
6155,- Chị nhận tình cảm thế nào từ khán giả sau khi 'Về nhà đi con' lên sóng? ,0,18
6158,"- Bà Xuyến là một vai ngắn, không phải tập nào cũng xuất hiện nhưng lại được nhiều khán giả mong chờ. Có người nhắn với tôi rằng họ bỏ cả cơm để chờ gặp bà Xuyến. Nhiều khán giả còn thuộc hết những câu thoại của tôi trong phim như: ""Đồ nhà cô chỉ chờ bố cháu sửa thôi"", ""Chẳng hiểu sao, cái xe máy của em đang hỏng mà bác sờ vào cái nó hết hỏng luôn"", ""Cửa nhà em cứ khô không khốc ra mà bác động vào là trơn tuồn tuột""... Nhiều người cứ nhìn thấy tôi là cười. Có người còn hỏi trêu: ""Cô Xuyến ơi, hôm nay nhà cô có hỏng cái gì không?"". Tôi cảm thấy rất hạnh phúc vì được khán giả thuộc mọi độ tuổi yêu thích. Tôi tin rằng mình đã gieo vào lòng họ những nhớ thương để bà Xuyến dù ít xuất hiện nhưng vẫn thường xuyên được nhắc đến. ",0,162
6159,"Từ hôm phim phát đến giờ, tôi không chỉ được rất nhiều khán giả yêu quý mà còn hàng chục đơn vị nha khoa đề nghị tài trợ cho tôi làm răng sứ. Họ gọi điện đến bảo: ""Chị ơi, chị xinh quá, trẻ quá, trẻ hơn tuổi rất nhiều nhưng chị sẽ còn xinh hơn nếu chỉnh răng..."". Trước sự thuyết phục ấy, tôi đã định xuôi xuôi thì lại gặp cản trở lớn từ phía chồng. Anh ấy không cho tôi thay đổi bất cứ thứ gì và bảo: ""Em đã đẹp rồi, anh không cần em đẹp hơn nữa. Tất cả những thứ giả đều không được. Em đang đẹp thật rồi thì cứ thật hết đi. Anh chỉ lo em làm rồi sẽ ảnh hưởng sức khỏe thôi"". Tôi rất cảm kích trước tình cảm của mọi người nhưng ai muốn đề nghị tôi chỉnh răng thì phải thuyết phục được chồng tôi trước đã thì tôi mới dám làm.",0,164
6160,Theo Chi Anh (Ngoisao.net),0,4
6167,"Trong phim Về nhà đi con, diễn viên Thủy Tiên đảm nhận vai Liễu - em chồng của Huệ. Nhờ diễn xuất tự nhiên vô cùng ấn tượng cùng những câu thoại gây ức chế,  Liễu đã trở thành nhân vật em chồng bị ghét nhất màn ảnh Việt. Trên fanpage của phim, rất nhiều khán giả bày tỏ sự bức xúc với nhân vật này đến mức thậm chí mong cho cô mau chóng lấy chồng rồi... hết vai.",0,80
6168,"Bị khán giả chửi 'tơi tả' trên mạng xã hội nhưng Thủy Tiên cho biết cô không hề cảm thấy buồn vì điều này, thậm chí nữ diễn viên còn vui vì vai diễn của mình được quan tâm. Cô nàng ý thức được việc khán giả ghét nhân vật chứng tỏ mình đã diễn tròn vai và lấy đó làm động lực cố gắng nhiều hơn nữa. ",0,68
6169,"Tuy vai diễn có thể phát triển nhiều hơn do ""Về nhà đi con"" vẫn đang quay nhưng Thủy Tiên chia sẻ cô rất tiếc vì phải đi Trung Quốc thực hiện kế hoạch riêng nên không sắp xếp được thời gian quay tiếp. ",0,44
6170,"Thủy Tiên cũng quyết giữ bí mật về cảnh quay cuối và không chia sẻ đến tập bao nhiêu thì cô sẽ ngừng xuất hiện cũng như lý do biến mất của nhân vật. ""Chia tay trong tình huống nào thì mọi người cứ xem phim nhé! Chỉ là trước khi chia tay thì còn 1 vụ rất đáng ghét nữa. Tôi mong khán giả sẽ ủng hộ phim"" - Thủy Tiên nói.",0,73
6171,"Việc Thủy Tiên dừng vai diễn trong phim Về nhà đi con khiến khán giả tranh cãi sôi nổi trên mạng xã hội. Nhiều ý kiến cho rằng mặt dù Liễu đáng ghét nhưng nhân vật này đã góp phần tạo nên màu sắc thú vị cho phim, việc Thủy Tiên dừng vai diễn này khiến người xem tiếc nuối. Trong khi đó, nhiều khán giả tỏ ra vui mừng khi nhân vật Liễu sẽ không xuất hiện với những câu thoại khiến họ ức chế khi theo dõi Về nhà đi con.",0,93
6172,Về nhà đi con đang phát sóng từ thứ 2 đến thứ 6 hàng tuần trên VTV1. ,0,17
6181,"Tập 17 của chương trình Lựa chọn của trái tim vừa lên sóng vào tối 15/5. Trong tập này, cô nàng Mai Anh đã ra về trắng tay vì chẳng có chàng trai nào vừa lòng cô. Mai Anh năm nay 23 tuổi, hiện đang sống tại TP.HCM. Cô được sắp xếp hẹn cùng 3 chàng trai là Bảo Lộc, Trọng Long, Thanh Hải.",0,64
