,Comment
3020,"Đang tính học thêm lớp Tiếng Anh để thỉnh thoảng chém gió với khách nước ngoài 😙

Cơ mà xem xong clip này bỗng thấy hoang mang quá các bác ợ 😂😂😂

➡️ Link Facebook của cô giáo đây, bác nào muốn đăng ký học cứ inbox cô nhé 😘 

_cho_roi_cho_vọt

(FULL CLIP: Giáo viên tiếng Anh chửi học sinh ""MẶT NGƯỜI ÓC LỢN"" ở Trung tâm MST English Hà Nội)"
3021,"Người không nên theo nghề giáo viên nếu mắc bệnh thiếu văn hóa, mình học sinh đây xin chửi thẳng ""địt mẹ giáo viên mất dạy"""
3022,"Ngon, 1 giáo viên mà hành xử như 1 con cave, chắc thổi saxophon nhiều"
3023,"Mọi người nên tìm hiểu rõ thông tin rồi mới phán xét nhé. Cô Kim Tuyến tuy nóng tính nhưng dạy rất hay và có trách nhiệm, nhiều khi cô con bù học phí cho một số bạn khó khăn. Đứa bạn em học giỏi nhưng hoàn cảnh cô còn cho học free và mua áo cho nó. Thực sự em thấy cô là người có tâm và đầy tình ngươi. Nhưng đấy là cô Kim Tuyến dạy cấp 2 gần nhà em còn cô này em không biết ạ"
3024,T không hiểu sao cái ghế lại ko bay thẳng vào mặt mụ giáo viên rẻ reách kia
3025,"Giáo viên gì mà nói năng thô lỗ vô văn hóa, bất lịch sự làm ô nhục nền giáo dục nước nhà"
3026,hậu duệ cung bò cạp
3027,"Dizz mẹ 100k=cuốn sách vào mặt
Thể loại rẻ rách phong cách châu việt cường 
Dizz mẹ bà lol #0:27 tao đấm sml bà về sóc lọ diêm vương luôn đấy 😂😂😂"
3028,Lớp dạy chửi chất lượng cao bác à 😂
3029,Bà này điêu vcl
3030,"Nếu là tôi, tôi có cách nói khiến những học sinh bướng bỉnh nhất phải ngấm đòn mà ko cần chửi."
3031,"Cô giáo như vậy thì quả là thảm hại. Làm giáo dục mà vô giáo dục. Thiết nghĩ bộ giáo dục nên loại bỏ những trung tâm sâu mọt như thế này ra khỏi bản đồ giáo dục Việt Nam thôi! Để con sâu làm rầu nồi canh. Thời đại công nghệ, thế giới đánh giá nền giáo dục ta là hủ bại mất thôi."
3032,"Mẹ ỷ gv tiếng ah chửi con người ta như tó, nửa câu tiếng việt nửa câu tiếng anh nghe cứ như chó nhai đậu phộng ấy. Nhân cách thì đéo có, nhan sắc thì như cức, phẩm chất thì thối nát............chắc con mẹ này làm gà ở TDH ko đủ thu nhập nên mới có vụ bắt hs 100k chứ j!"
3033,kiểu giáo viên như này thì vứt ko bằng cái giẻ rách
3034,Đề nghị đuổi con này ra khỏi nghành
3035,T phải công nhận bạn quay lén giỏi thật :))
3036,"Tao đi học để lấy kiến thức chứ đi học để nộp tiền phạt cho cái loại giáo viên như mày à, mày không xứng đáng làm giáo viên đâu, cái loại giáo viên gì mà chửi học sinh một cách không có văn hóa như thế, phải tao thì mày liệu hồn con ạ"
3037,"học viên sai 1 giáo viên sai 10, mang danh gv mà ăn nói vô văn hóa vãi"
3038,"Sống theo pháp luật ( Luật rừng )! Ở đây là sân chơi của tao....! Hahaha! Chắc ""già râu"" dạy chúng nó! Hết Lê Na cung bò cạp, đến bà này Cung Bò Tót! Haha"
3039,"Ai đúng ai sai? Đã là thầy cô giáo thì phải có bổn phận giáo dục học sinh học và hiểu những gì thầy cô dạy, học sinh không làm bài thì thầy cô phạt học sinh ở lại lớp học làm cho xong bài mới được về, chứ có đâu thầy cô giáo phạt tiền. Kiểu cách của trường nầy là đè học sinh ra bóp cổ để cướp."
3040,Ewwwww 4000 năm VĂN HIẾN và trung tâm văn hóa của CẢ NƯỚC là đây....
3041,Đây là sân chơi của tao Lực của tao
3042,Không cần biết bà gv này giỏi chuyên môn thế nào....nhưng chắc chắn rằng còn khối giáo viên khác giỏi chuyên môn hơn bà và nhân cách tốt hơn bà. Đã đứng lên bục giảng cho dù chính quy hay ở các trung tâm thì ngoài dạy người ta chuyên môn thì còn dạy hoặc thể hiện nhân cách. Ai đang có ý định học ở trung tâm này thì nên dừng lại... Còn khối trung tâm khác tốt hơn.  Cái thái độ như thé thì đảm bảo chẳng cung cấp được kiến thức gì cho học viên 1 cách đàng hoàng đâu!
3043,Đkm con khốn nạn!😲
3044,"Các bạn học ở lớp này sao ko đứng lên kiểu biểu tình ý cho bả biết mặt. Nghĩ gì mà xúc phạm ác vậy, giáo viên đó cũng ko đủ tư cách để dạy các bạn đâu."
3045,Giáo viên đây à
3046,Nếu là t t đánh chết mẹ bả rồi
3047,"Giống kiểu bả đang ""ăn xin"" 100k quá nhỉ ???' Bố thí cho bả đi"
3048,Văn hóa 1 mẩu mà cũng tự nhận giáo viên
3049,Phắc cừn wao sịt :))) giáo viên như côn đồ văng tục trước mặt học sinh
3050,đm!!! cái thể loại gì đây? đéo hiểu có phải GIÁO VIÊN k nữa!!!
3051,Tư Vấn phòng the: Giúp chị em đạt khoái cảm ở đôi bồng đào: https://www.youtube.com/watch?v=dA3y-yzMIcs
3052,Giáo viên kg có đạo đức kg có văn hóa nên loại trừ ra khỏi nghành ngay và luôn
3053,bà lồn ngáo :vv
3054,"mày tưởng chúng mày là giáo viên mà ngon ak ?
Xem lại đi mày chỉ là một con giáo viên tiếng anh đéo có nhân tính thôi ;))
Cẩn thận mặt mày đấy con chó !"
3055,"Cảm xúc của ViruSs về câu chuyện ""Giáo viên tiếng Anh chửi học sinh trung tâm MST English Hà Nội"
3056,Clon 100k
3057,Giao vien suc vat
3058,"Anh đừng nói nhiều nữa, đây không phải là lần đầu tiên của anh. Tôi đồng ý với cô giáo. Đây là sân chơi của tao, luật của tao. Đây là lần thứ mấy mày vi phạm."
3059,Đóng cửa trung tâm này đi.
3060,sân chơi cc
3061,Cuốn sách là đảm bảo vào mồm chả bả khi tao học bà này
3062,"Giáo viên đấy hả? T lại tưởng là đòi nợ mướn.
Trước khi làm giáo viên thì nên học chữ nhẫn 
Không biết bà này bị đuổi chưa"
3063,"Ném cho bà ấy 100k rồi lại vào cái sân chơi của bà ấy, out lớp đi bn"
3064,"Tao nể mấy thằng ngồi nghe. Im za. 
Vào t chắc t cũng đứng dậy thôi. 
Vãi lìn xáo vien"
3065,Anh trai trong clip đi kiện nó đi. Clip này sẽ là bằng chứng. Nếu luật pháp vn mà ko giải quyết thì giải quyết theo cách của mình cho gọn
3066,Thật sự là làm xấu và ô nhục cho cái ngành giáo viên khi có cái loại người như thế này cái trung tâm này tốt nhất giải thể đi
3067,thanh niên vô đạo đức thế giáo viên nói vậy mà ném cuốn sách vào mặt cô giáo bạn ko cảm thấy có lỗi với những người xem clip à cái ghế gần thế kia sao ko lấy mà ném
3068,"""Sân chơi của tao luật của tao"" :)) thế này thì sợ r :))))))"
3069,"Địt mẹ bà cụ mất dậy, chửi học viên như một con chó, địt cụ bà mày..."
3070,CHính con này mới là mặt người óc lợn!!! Con này làn gì có tư cách!!
3071,cô giáo mà nói luôn câu fucking shit trc mắt hs
3072,Bà này đéo đủ tư cách làm giáo viên nhưng thằng này cũng đéo được gọi là học sinh :) túm lại cả 2 chả vừa đâu
3073,Bà này đéo đủ tư cách làm giáo viên nhưng thằng này cũng đéo được gọi là học sinh :) túm lại cả 2 chả vừa đâu
3074,Cô giáo khốn nạn thật
3075,Ad đi like giạo kìa :)))
3076,Sân chơi :))  đủ hiểu
3077,"Đây mà là giáo viên à, chắc nghề chính là bảy đáp nghề tay trái dạy tiếng tiền. Sao thời buổi này sinh ra cái thứ quái thai thế này"
3078,Cái này thì đấm vào mặt bà cô cho bỏ gét.. Như anh đã từng làm với ông thầy của anh kaka..
3079,Tư cách giáo viên rẻ rách. Nói ra câu đấy thì súc phảm những người làm nhà giáo lắm rồi.
3080,Tao thề tao như này tao tát sml
3081,Gặp tao đánh nó sắp mặt lồn bà cô coi chừng
3082,Ba giao vien mat day von >:(
3083,tiền đéo đâu mà đóng
3084,"Đang tính học thêm lớp Tiếng Anh để thỉnh thoảng chém gió với khách nước ngoài 😙

➡️ Cơ mà xem xong clip này bỗng thấy hoang mang quá các bác ợ 😂😂😂

_cho_roi_cho_vọt"
3085,Youtube là sân chơi của bọn e cô ko chịu dc thì nộp 100k r cút ok=))
3086,Con di nay la giao vien ak
3087,The Loai giao vien mat day
3088,Xin chào người chăn lợn
3089,đm bà giáo viên ko hiểu sao a ấy ko đập giáo viên
3090,Đã hiểu vì sao mà con người việt nam đạođức suy đồi
3091,Bỉ ổi vô liêm sỉ ko có nhân cách t chửi mài bằng tiếng anh chấp bà rẻ rách như bà tiếng anh hạng lờ :)
3092,giáo viên như zậy ko có tư chách lm giáo viên....nếu tôi là trung tâm thì tôi sẽ đuổi bà ni ra khỏi trung tâm lun...mà học sinh cx có cách cư sử ko đúng
3093,Đây là giáo viên à các bạn . Kể cả cái danh dự giáo viên của mình mà còn nói rẻ rách . Sợ thật
3094,đây là sân chơi của tao
3095,ViruSs đưa  tôi đến đây
3096,"Tao học cấp 3 cũng bị bà giáo tiếng anh ghét, bà tuyên bố thẳng '' bài kiểm tra của cậu tôi thích làm j thì làm đấy cân thận''"
3097,Đkm ba cô
3098,Giọng giống Vũ ti Hồng Pav_zz nhờ
3099,cho no cai ghế vào mat lợn Nó luon cho roi con đĩ chó
3100,Bà này ko sứng làm nghề này
3101,Bà cô mất dại óc chó
3102,Đm giáo viên Ma nói chuyện thua hos sinh bn kia cũng đã nói xinh Cô thông cảm r Ma cc bà này lấy quyền j mà thu của người ta 100k vs giáo viên mà như z thì thà đừng đi dạy hos nữa Lam mất Hết phẩm chất của giáo viên VN
3103,Vì cái nhỏ nhoi mà bỏ mất tư cách
3104,''T del có cần tư cách Giáo viên rẻ rách đấy nhá '' hết nói nổi
3105,Đây là sân chơi của tao
3106,Là mình thì mình cho bà kia vỡ mồm luôn. Nghe mà tức thay. Quá xúc phạm người khác.
3107,dit me con chó giáo viên may là con chó may đeo du tu cách làm giáo viên .ĐỊT CON MẸ MÀY.
3108,"Mọi người ơi đừng học ở trung tâm này nữa , đi học để mở mày mở mặt cho bố mẹ đâu chưa thấy, chỉ thấy mụ chửi cha chửi mẹ học sinh, nhục lắm"
3109,100k phạt à? english cái thể loại đi cướp tiền :))
3110,Vlon.đập luôn. Chứ loại này cần đập
3111,"cô giáo gì như bà bán cá ngoài chợ, chắc bà này giám đốc trung tâm hay có cổ đông ở đây nên mới vậy. anh học viên chắc cũng bướng lắm."
3112,Vì sao cô giáo bắt bạn ấy nộp 100k vậy
3113,Fucking shit !!!! Vãi~~~~
3114,Tôi mong cơ quan chức năng vào cuộc...chứ cái loại cô giáo này ô uế cho xã hội...vô giáo dục thế là cùng...giáo viên thế đấy
3115,Đụ má tao mà học bà cô này he là tao đập chế ak
3116,a thanh niên thế :))) chắc phải mình thì con mụ này ăn đấm từ lúc cất lời lên rồiiiii
3117,Mặt người óc lợn cái dt con lol cụ tổ nhà mày
3118,Giáo viên khốn nạn đống 100k
3119,"Thằng này ngu,  chạy lên đút cặc vào mồm là nó im ngay."
3120,bây h giáo viên quá đáng vs học sinh thật
3121,"Người này ko nên làm giáo viên, giáo viên mà chửi tục, xúc phạm học sinh, ko có tư cách, ghét bà cô vl"
3122,Nếu t là thằng này thì t nên chặt đôi hay chặt 5 hả anh em
3123,Cho xin cái tên bà này phát!!!
3124,"100k là rẻ đấy, ra Trần Duy Hưng 300k còn chê đắt"
3125,"Nghe như hát,  vui tai ghê 👂"
3126,hóng face bà
3127,Đảm bảo 100% là tao tán bả sml ra
3128,Dm con giáo viên và thằng học sinh là lũ vô văn hoá
3129,"Toi ko can biet ai sai ai dung nhung cai loai giao vien ma noi chuyen nhu cho bua giang ho nhu vay can fai loai ra khoi nganh giao duc. Sorry you are a pig, too. Haaaa"
3130,:) mấy ông còn chửi cô
3131,:) học sinh mất dậy quá
3132,Giọng ông học sinh giống giọng ông triều ở schannel
3133,Đạt óc mẹ nó rồi 😂😂😂 giọng giống vl 😂 sếp dũng ct cho ọc đát về đi 😂😂😂
3134,Sau clip này thì phải nói thẳng ra rằng: Con giáo viên này xứng đáng cho ăn cái vả vỡ mồm.
3135,Trung tâm này giờ tha hồ nổi tiếng.. haha..
3136,Hay lắm lại một vụ nữa
3137,giáo viên xã hội chủ nghĩa như mấy con lưu manh trộm cướp
3138,Đm xiên cho phát nói nhiều
3139,"Thằng học trò mất dạy, bà giáo viên cũng hỗn hào k xem ai ra gì?"
3140,Câu chửu của pewpew
3141,Hết cô giáo Lê Na rồi tới cô giáo này
3142,Cô giáo nc thua dân dốt
3143,Dạ thưa Lena gọi bằng cụ!!!!
3144,Trung tâm nào đó mọi người.
3145,Giáo viên mà ăn nói không bằng con cave !
3146,Fucking sit hahahah
3147,Thứ ba cô mắc dạy
3148,Vc gặp thanh niên cứng
3149,Vãi bà cô mất dạy vãi
3150,con đỉ mày chắc nó bị nứng lồn mong manh
3151,Fucking shit:D
3152,Giáo viên mà cứ như phò í :)) 100k nó tưởng ít
3153,Ghế để làm gì cầm phang thẳng i
3154,Pewpew ViruSs đưa t tới đây
3155,Hỏng cả một thế hệ . Sa mạc lời
3156,t thề gặp tui cho 1 ghế ngay mặt nộp tiền người ta xin tha 1 lần r còn sủa như 1 con chó éo hỉu nổi con chó đó sủa cái con cặc gì sỉ nhục ngành nhà giáo nước nhà tao thê cô giáo lớp choa dạy còn tốt hơn thế gấp trăm ngàn lần cái loại óc sít ấy chết sớm sống làm gì làm nhục cái xa hội trung tâm của tao là tao có quyền vl đúng là cái loại sàm l
3157,con di nho nhop chu giao vien gi
3158,0:27 phất kịt sịt :)
3159,bà này solo thua t
3160,Cô bá đạo vcl
3161,Bà cô giáo quá ngu...=))
3162,gv kìa kinh vcl
3163,Mặt lợn quần què tôi biết m nói gì mà
3164,Cô này bà nội của cô cung bò cạp.
3165,haha
3166,Đéo đi học tiếng anh ở trung tâm nữa 😭😭😭
3167,"Sao không ném thẳng cái ghế vào mặt bà giáo viên cái. Đề nghị đóng cửa trung tâm tiếng anh MST English này, nền giáo dục Việt Nam không nên tồn tại 1 giáo viên tệ hại, cư xử không giống con người như bả."
3168,Sân chơi của bã luật chơi của bã cục cứt bã tưởng cái trường của bã hay sao ý
3169,"Tư cách giáo viên mà là rẻ rách, họ là những người truyền bá kiến thức mà bà bảo thế
1:44"
3170,Có ai biết facebook bà này kô
3171,gắt quá
3172,Thằng óc lợn và Bà Cô jẻ rách
3173,Dell tin bà này là giáo viên lun
3174,con này đéo có tư cách làm giáo viên .khinh
3175,giáo viên như cc
3176,tui ko chap nhan gv nhu z
3177,f*cking sh*t kết câu đấy vkl @@@
3178,"Mẹ con mụ mất dậy 😬😬😬
Đi học để tiếp thu kiến thức chứ ko phải cái thể loại súc vật như bà dizz cm bà 😈😈 súc vật chửi hs như chó cái lone dizz cm bà fk shit 👹👿 100k nhìu lắm à dizz mẹ bà sv cặm bã 😬😬😬"
3179,0:27😹😹
3180,"Thk khúc cuối 
#like :))))"
3181,😀😁😂🤣😃😄😅😆😉😊😋😎😍😘😗😙😚☺🙂🤗🤔😐😑😶🙄😏😣😥😮🤐😯😪😫😴😌🤓😛😜😝🤤😒😓😔😕🙃🤑😲☹🙁😖😞😟😤😢😭😦
3182,nghe giọng giống Mixi vc
3183,Con giáo viên Đĩ VCL
3184,Hết cung bò cạp bây giờ là cung bò tót tây ban nha.
3185,đm ăn tỏi đê
3186,Cô giáo như lìn
3187,FẮc kinh sịt =)
3188,100k phá tư cách của giáo viên VIỆT NAM
3189,bà này éo có tư cách làm giáo viên
3190,Fúck kinh sịt :))
3191,http://bit.ly/2roCCRjfb của bà lol cô nè ae
3192,Bà này bị ám ảnh 100k cứ đòi 100k để xây dựng sân chơi -.-
3193,"Bả mặt gì, mặt cung bọ cạp à😂"
3194,Link Fb anh này https://www.facebook.com/nguyenkimtuyenmst
3195,2:01 anh thanh niên xém cầm cái ghế ném
3196,Đọc nhận xét 99% cô giáo sai 1% học sinh sai🤣🤣🤣
